reduced_formula,likely_mpid,expt_gap_ev,n_measurements,gap_range_ev,is_metal_measured,selection_stratum,selection_role,hubbard_policy_differs,hubbard_explanation
Ba8Al10B12O41,mp-1019529,3.1,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaPrO3,mp-22705,2.0,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaSnO3,mp-3163,3.1,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BeO,mp-2542,10.39,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Bi2CO5,mp-30200,3.42,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Bi2I4O13,mp-1204764,3.3,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BiTeNO6,mp-1195032,3.62,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ca(BiO2)2,mp-558751,3.08,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ca10Ge16(B2O17)3,mp-1019569,5.47,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ca2ScSbO6,mp-1189528,3.68,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CdSnO3,mp-754329,3.0,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs2Cd3(B4O7)4,mp-1201213,4.76,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs3Li4(BO2)7,mp-1019615,6.53,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs3Nb9(TeO8)4,mp-1201443,3.22,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CsInTe3O8,mp-1192413,3.9,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CsLi(B3O5)2,mp-1019715,6.89,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Dy2O3,mp-2345,5.0,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
EuAl2O4,mp-1019732,2.74,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
GaHSeO4,mp-1194398,5.51,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
GeO2,mp-733,5.54,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ho2O3,mp-812,5.42,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
In2As2Cl2O5,mp-1191856,4.62,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
In4As5(BrO4)3,mp-1200791,4.22,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K2Al2B2O7,mp-560217,6.89,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K2Au(IO3)5,mp-1195201,2.65,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K2La2Ti3O10,mp-6548,3.05,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K3B6ClO10,mp-1189091,6.89,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
KAu(IO3)4,mp-557441,2.75,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
KBaB5O9,mp-557420,3.65,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
KLiCO3,mp-562137,6.32,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
KNb3(SeO6)2,mp-1202434,3.46,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
La2O3,mp-2292,5.4,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LaGaO3,mp-5837,4.4,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LiGaO2,mp-5854,5.6,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Mg5B3O9F,mp-560026,5.63,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Na2Be4B4O11,mp-1020144,7.3,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Pb2O3,mp-20078,1.67,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Pd(IO3)2,mp-1198404,1.31,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
PdO,mp-1336,0.8,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
PrO,mp-11344,0.55,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb3Cd(BO2)5,mp-1200569,2.34,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb3Zn(BO2)5,mp-1020643,2.66,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
RbCd(BO2)3,mp-1197285,4.2,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
RbH2(IO3)3,mp-1192404,4.07,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ReO3,mp-190,2.3,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SnO2,mp-856,3.6,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Sr2TiO4,mp-5532,3.41,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ta2O5,mp-10390,4.2,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Tb2O3,mp-1056,3.0,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ti(Bi3O5)4,mp-23494,3.09,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ti6H2O13,mp-1191976,3.4,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Tl2O3,mp-1658,2.25,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ZnB12(H5O12)2,mp-1195627,4.6,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ZnSnO3,mp-13334,3.9,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ZrO2,mp-2858,4.99,1,0.0,False,B_main_group_oxide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
AgBr,mp-23231,2.52,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
AgCl,mp-22922,5.13,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ba3InS4Cl,mp-1205371,3.42,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BiSBr,mp-23324,1.88,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BiSeI,mp-23020,1.28,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BiTeI,mp-22965,0.46,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cd4P2Br3,mp-28914,2.19,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cd4P2Cl3,mp-29746,2.17,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CdBr2,mp-27934,4.47,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CdSb2Se3Br2,mp-567556,1.4,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs3Bi2Br9,mp-27544,2.5,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs3Bi2I9,mp-669458,1.8,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs3Sb2I9,mp-23029,1.89,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Hg3Bi2(SCl4)2,mp-1104411,3.26,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Hg3Bi2(TeCl4)2,mp-1192395,2.8,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
HgCl2,mp-22855,4.45,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
HgI,mp-22859,2.37,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
InBi2S4Cl,mp-559521,1.5,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
InSb2S4Cl,mp-556541,1.8,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
InSb2Se4Br,mp-570321,1.35,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
KCl,mp-23193,8.5,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb2TeI6,mp-28070,1.4,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb3Bi2Br9,mp-1195363,2.62,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb3Sb2Br9,mp-1194576,2.48,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb3Sb2I9,mp-1195452,1.94,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SbPb2S2I3,mp-578882,2.0,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SbTeI,mp-28051,1.25,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Sn2SbS2I3,mp-561134,1.5,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SnI2,mp-27194,2.4,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Tl2TeBr6,mp-31076,2.06,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Tl4CdI6,mp-570339,2.8,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
TlHg6Se4Br5,mp-1202157,2.8,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
UHg3(TeCl3)2,mp-567543,2.6,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
UHg4(AsCl3)2,mp-570252,1.9,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ZrHg4(PCl3)2,mp-1200713,3.22,1,0.0,False,C_halide_non_fluoride,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Al2Se3,mp-11674,3.1,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
As2Os,mp-2455,0.9,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ba2ErInSe5,mp-1188122,2.29,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ba3Tb2(PS4)4,mp-554264,3.37,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaBSbS4,mp-866301,2.34,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Bi2Se3,mp-541837,0.35,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CaMg2N2,mp-5795,3.25,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ce2S3,mp-20973,1.12,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CoAs3,mp-452,0.4,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CoP3,mp-1944,0.45,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs2Ti(AgS2)2,mp-10488,2.44,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs2VAgS4,mp-8684,1.77,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Cs3Nb2AsSe11,mp-683903,1.35,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Eu2Ga2GeS7,mp-1192354,2.3,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Gd2Se3,mp-1188175,2.2,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
HfSe2,mp-985831,2.2,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
InCuS2,mp-22736,1.5,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K2FeGe3Se8,mp-1200819,1.95,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K3NaSn3Se8,mp-628185,2.2,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
K6Yb3(PS4)5,mp-683975,2.6,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LiInSe2,mp-20187,2.83,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LiMgBi,mp-570213,0.4,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Mg2GeSe4,mp-1192564,2.02,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
MnP4,mp-569522,0.28,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
MnPSe3,mp-8695,2.5,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
MnSe,mp-999540,2.5,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Na2CdSnS4,mp-561075,2.52,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Na2Ga2GeS6,mp-1190388,3.29,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
NaInS2,mp-20289,1.9,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Nd3Te4,mp-2204,1.6,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
PRuS,mp-1095584,1.4,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
PtS2,mp-762,0.75,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Rb2NbCuSe4,mp-15222,2.19,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SbOsSe,mp-1101771,0.4,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ScAg(PSe3)2,mp-13383,1.55,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SiAs2,mp-978553,0.88,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
TeAs,mp-10051,0.74,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
VFeSb,mp-567636,0.46,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Yb(SbS2)2,mp-1194386,1.12,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ZnAs,mp-7372,0.9,1,0.0,False,D_chalcogenide_or_pnictide,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaB6,mp-954,2.64,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaGe2,mp-2139,1.0,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaSi2,mp-1477,1.3,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CaB6,mp-865,4.5,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CsAu,mp-2667,2.3,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CsF,mp-1784,10.0,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
DyB6,mp-568319,3.3,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
KF,mp-463,10.3,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LaSi2,mp-2062,0.19,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LiF,mp-1138,11.7,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
MnSi,mp-1431,0.6,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
PrB6,mp-12762,4.9,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SiB3,mp-569128,2.0,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SrGe2,mp-7390,0.9,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ZrC,mp-2795,0.6,1,0.0,False,E_other,gapped semiconductor or insulator,False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
BaEu2Mn2O7,mp-579071,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",True,"Both databases apply +U but with different parameters for Mn (Materials Project 3.9 eV, OQMD 3.8 eV). Note that Materials Project quotes U while OQMD quotes U minus J in the Dudarev scheme, so the values are not directly interchangeable even where they look similar."
